,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_num,Rating_Years
24,Grand Theft Auto: Vice City,PS2,2002.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,95.0,62.0,8.7,75.34820579278302,Rockstar North,M,8.7,17.0
26,Brain Age 2: More Training in Minutes a Day,DS,2005.0,Puzzle,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,77.0,37.0,7.1,19.0,Nintendo,E,7.1,6.0
28,Gran Turismo 3: A-Spec,PS2,2001.0,Racing,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,95.0,54.0,8.4,36.60701160251839,Polyphony Digital,E,8.4,6.0
29,Call of Duty: Modern Warfare 3,X360,2011.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,88.0,20.635930385596325,3.4,24.944328587191873,"Infinity Ward, Sledgehammer Games",M,7.260483808095362,17.0
32,Call of Duty: Black Ops,X360,2010.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,87.0,21.397386934673367,6.3,75.34820579278302,Treyarch,M,6.3,17.0
34,Call of Duty: Black Ops II,PS3,2012.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,83.0,21.0,5.3,75.34820579278302,Treyarch,M,5.3,17.0
35,Call of Duty: Black Ops II,X360,2012.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,83.0,19.952043232122488,4.8,24.944328587191873,Treyarch,M,4.8,17.0
36,Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,94.0,21.397386934673367,6.3,24.944328587191873,Infinity Ward,M,6.3,17.0
37,Call of Duty: Modern Warfare 3,PS3,2011.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,88.0,39.0,3.2,24.944328587191873,"Infinity Ward, Sledgehammer Games",M,7.234294969349734,17.0
38,Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,97.0,56.0,8.5,75.34820579278302,DMA Design,M,8.5,17.0
39,Super Smash Bros. Brawl,Wii,2008.0,Fighting,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,93.0,20.635930385596325,8.9,24.944328587191873,Game Arts,T,8.9,13.0
40,Mario Kart 7,3DS,2011.0,Racing,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,85.0,19.952043232122488,8.2,49.2197391187142,"Retro Studios, Entertainment Analysis & Development Division",E,8.2,6.0
41,Call of Duty: Black Ops,PS3,2010.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,88.0,58.0,6.4,75.34820579278302,Treyarch,M,6.4,17.0
42,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,97.0,66.0,8.3,24.944328587191873,Rockstar North,M,8.3,17.0
43,Animal Crossing: Wild World,DS,2005.0,Simulation,Nintendo,0.25979389490164395,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,86.0,57.0,8.7,36.60701160251839,Nintendo,E,8.7,6.0
44,Halo 3,X360,2007.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,94.0,21.397386934673367,7.8,24.944328587191873,"Bungie Software, Bungie",M,7.8,17.0
48,Gran Turismo 4,PS2,2004.0,Racing,Sony Computer Entertainment,0.31760402010050254,0.01,0.005544040609250425,0.06434773869346734,0.6099587939698493,89.0,20.049641869945702,8.5,36.60701160251839,Polyphony Digital,E,8.5,6.0
49,Super Mario Galaxy,Wii,2007.0,Platform,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,97.0,19.952043232122488,8.9,24.944328587191873,Nintendo,E,8.9,6.0
51,Grand Theft Auto IV,X360,2008.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,98.0,21.397386934673367,7.9,24.944328587191873,Rockstar North,M,7.9,17.0
52,Gran Turismo,PS,1997.0,Racing,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,96.0,16.0,8.7,26.836533923603234,Polyphony Digital,E,8.7,6.0
53,Super Mario 3D Land,3DS,2011.0,Platform,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,90.0,21.397386934673367,8.4,75.34820579278302,Nintendo,E,8.4,6.0
54,Gran Turismo 5,PS3,2010.0,Racing,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,84.0,21.397386934673367,7.5,75.34820579278302,Polyphony Digital,E,7.5,6.0
55,Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,94.0,67.0,6.3,24.944328587191873,Infinity Ward,M,6.3,17.0
57,Grand Theft Auto IV,PS3,2008.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,98.0,64.0,7.5,24.944328587191873,Rockstar North,M,7.5,17.0
60,Call of Duty: Ghosts,X360,2013.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.0034996871845748984,0.06434773869346734,0.6099587939698493,73.0,29.0,2.6,24.944328587191873,Infinity Ward,M,7.177044368199195,17.0
61,Just Dance 3,Wii,2011.0,Misc,Ubisoft,0.31760402010050254,0.18199396984924623,0.0,0.06434773869346734,0.6099587939698493,74.0,15.0,7.8,16.0,Ubisoft,E10+,7.8,10.0
62,New Super Mario Bros. 2,3DS,2012.0,Platform,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,78.0,70.0,7.2,49.2197391187142,Nintendo,E,7.2,6.0
64,Halo: Reach,X360,2010.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,91.0,21.397386934673367,7.9,24.944328587191873,Bungie,M,7.9,17.0
65,Final Fantasy VII,PS,1997.0,Role-Playing,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,92.0,20.0,9.2,75.34820579278302,SquareSoft,T,9.2,13.0
66,Halo 4,X360,2012.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.18199396984924623,0.0034996871845748984,0.04889971505770056,0.6099587939698493,87.0,21.397386934673367,7,24.944328587191873,343 Industries,M,7.0,17.0
67,Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,93.0,23.0,9,26.836533923603234,Polyphony Digital,T,9.0,13.0
68,Just Dance 2,Wii,2010.0,Misc,Ubisoft,0.31760402010050254,0.18199396984924623,0.0011442376743379015,0.06434773869346734,0.6099587939698493,74.0,24.0,7.3,24.0,Ubisoft,E10+,7.3,10.0
69,Call of Duty: Ghosts,PS3,2013.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,71.0,10.0,2.6,75.34820579278302,Infinity Ward,M,7.177044368199195,17.0
70,Call of Duty 4: Modern Warfare,X360,2007.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,94.0,70.0,8.4,75.34820579278302,Infinity Ward,M,8.4,17.0
73,Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,0.25979389490164395,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,88.0,70.0,8.7,49.2197391187142,Nintendo,E,8.7,6.0
74,Mario Party DS,DS,2007.0,Misc,Nintendo,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,72.0,27.0,7.8,20.373777495746726,Hudson Soft,E,7.8,6.0
75,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,Bethesda Softworks,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,96.0,21.397386934673367,8.4,24.944328587191873,Bethesda Game Studios,M,8.4,17.0
77,FIFA 16,PS4,2015.0,Sports,Electronic Arts,0.2114342225445553,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,82.0,42.0,4.3,75.34820579278302,EA Sports,E,4.3,6.0
78,Halo 2,XB,2004.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.08,0.6099587939698493,95.0,21.397386934673367,8.2,75.34820579278302,Bungie Software,M,8.2,17.0
79,Wii Party,Wii,2010.0,Misc,Nintendo,0.25979389490164395,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,68.0,42.0,7.4,54.0,Nd Cube,E,7.4,6.0
80,Mario Party 8,Wii,2007.0,Misc,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,62.0,41.0,6.3,30.15517364572671,Hudson,E,6.3,6.0
81,FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,0.2114342225445553,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,88.0,37.0,6.6,49.2197391187142,Electronic Arts,E,6.6,6.0
84,Final Fantasy X,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,92.0,53.0,8.7,75.34820579278302,SquareSoft,T,8.7,13.0
85,The Sims 3,PC,2009.0,Simulation,Electronic Arts,0.2114342225445553,0.18199396984924623,0.0,0.04889971505770056,0.6099587939698493,86.0,20.26578602522372,7.6,75.34820579278302,The Sims Studio,T,7.6,13.0
88,Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,0.25979389490164395,0.13753158253579456,0.005544040609250425,0.038195245472238855,0.6099587939698493,90.0,24.0,8.6,49.2197391187142,SquareSoft,T,8.6,13.0
90,Pokémon Platinum Version,DS,2008.0,Role-Playing,Nintendo,0.25979389490164395,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,83.0,46.0,8.5,30.15517364572671,Game Freak,E,8.5,6.0
91,Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,88.0,65.0,7.6,49.2197391187142,Rockstar Leeds,M,7.6,17.0
92,Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,83.0,39.0,5.7,75.34820579278302,Sledgehammer Games,M,5.7,17.0
94,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.16014000647476345,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,85.0,41.0,5,49.2197391187142,"EA Sports, EA Vancouver",E,5.0,6.0
97,Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,97.0,21.397386934673367,9.1,24.944328587191873,Nintendo EAD Tokyo,E,9.1,6.0
100,Call of Duty: World at War,X360,2008.0,Shooter,Activision,0.31760402010050254,0.13753158253579456,0.0,0.04889971505770056,0.6099587939698493,84.0,21.397386934673367,7.6,49.2197391187142,Treyarch,M,7.6,17.0
101,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,84.0,57.0,7.4,24.944328587191873,EA DICE,M,7.4,17.0
102,Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,85.0,33.0,8.6,30.15517364572671,EA Black Box,E,8.6,6.0
103,Just Dance,Wii,2009.0,Misc,Ubisoft,0.31760402010050254,0.18199396984924623,0.0,0.04889971505770056,0.6099587939698493,49.0,21.0,8,22.591541505491755,Ubisoft Paris,E10+,8.0,10.0
104,Battlefield 3,PS3,2011.0,Shooter,Electronic Arts,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,85.0,38.0,7.5,24.944328587191873,EA DICE,M,7.5,17.0
105,Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,0.25979389490164395,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,87.0,58.0,6.5,24.944328587191873,Bethesda Game Studios,M,6.5,17.0
106,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.038195245472238855,0.6099587939698493,96.0,15.0,9.1,49.2197391187142,Namco,T,9.1,13.0
107,The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.04889971505770056,0.6099587939698493,95.0,19.952043232122488,9,24.944328587191873,Nintendo,T,9.0,13.0
109,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.038195245472238855,0.6099587939698493,91.0,12.0,8.9,49.2197391187142,Naughty Dog,E,8.9,6.0
110,Mario Kart 8,WiiU,2014.0,Racing,Nintendo,0.31760402010050254,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,88.0,21.397386934673367,9.1,75.34820579278302,Nintendo,E,9.1,6.0
111,Super Smash Bros. Melee,GC,2001.0,Fighting,Nintendo,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.038195245472238855,0.6099587939698493,92.0,38.0,9.1,49.2197391187142,HAL Labs,T,9.1,13.0
113,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,0.25979389490164395,0.18199396984924623,0.00852276264361953,0.06434773869346734,0.6099587939698493,82.0,39.0,8.6,26.836533923603234,EA Canada,E,8.6,6.0
114,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,88.0,29.0,8.5,26.836533923603234,EA LA,T,8.5,13.0
116,Just Dance 4,Wii,2012.0,Misc,Ubisoft,0.31760402010050254,0.18199396984924623,0.0,0.04889971505770056,0.6099587939698493,74.0,10.0,7.3,28.0,Ubisoft,E10+,7.3,10.0
117,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,93.0,21.397386934673367,7.7,24.944328587191873,Epic Games,M,7.7,17.0
118,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,0.25979389490164395,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,92.0,21.397386934673367,8.3,24.944328587191873,Naughty Dog,T,8.3,13.0
119,Zumba Fitness,Wii,2010.0,Sports,505 Games,0.31760402010050254,0.18199396984924623,0.0,0.04889971505770056,0.6099587939698493,0.0,0.0,tbd,0.0,"Pipeworks Software, Inc.",E,,6.0
120,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,94.0,44.0,8.4,75.34820579278302,Infinity Ward,M,8.4,17.0
121,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,96.0,21.397386934673367,8.8,24.944328587191873,Naughty Dog,T,8.8,13.0
123,Big Brain Academy,DS,2005.0,Misc,Nintendo,0.25979389490164395,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,74.0,45.0,7.4,27.0,Nintendo,E,7.4,6.0
125,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,95.0,19.952043232122488,8.8,24.944328587191873,Rockstar San Diego,M,8.8,17.0
126,FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.18604772723218752,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,86.0,37.0,4.3,49.2197391187142,EA Canada,E,4.3,6.0
127,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,0.25979389490164395,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,85.0,41.0,6.9,75.34820579278302,Ubisoft,M,6.9,17.0
128,Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,87.0,20.635930385596325,8.6,49.2197391187142,Retro Studios,E,8.6,6.0
129,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.00852276264361953,0.07,0.6099587939698493,97.0,68.0,8.6,75.34820579278302,Bungie Software,M,8.6,17.0
130,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,0.25979389490164395,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,92.0,16.0,6.4,24.944328587191873,Bethesda Game Studios,M,6.4,17.0
131,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,0.25979389490164395,0.13753158253579456,0.005544040609250425,0.038195245472238855,0.6099587939698493,76.0,28.0,9,36.60701160251839,Game Freak,E,9.0,6.0
132,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.07,0.6099587939698493,85.0,46.0,8.8,49.2197391187142,SquareSoft,E,8.8,6.0
134,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,83.0,21.397386934673367,7.1,75.34820579278302,"Bungie Software, Bungie",M,7.1,17.0
135,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,0.31760402010050254,0.18199396984924623,0.00852276264361953,0.04889971505770056,0.6099587939698493,95.0,21.397386934673367,9,24.944328587191873,Rockstar San Diego,M,9.0,17.0
136,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.03193707531378317,0.6099587939698493,92.0,61.0,8.6,49.2197391187142,Nintendo,E,8.6,6.0
138,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.08,0.18199396984924623,0.0,0.0,0.6099587939698493,93.0,57.0,7.3,24.944328587191873,Blizzard Entertainment,T,7.3,13.0
139,Driver,PS,1999.0,Action,GT Interactive,0.31760402010050254,0.18199396984924623,0.002538370905903362,0.04889971505770056,0.6099587939698493,87.0,22.0,8.1,78.0,Reflections Interactive,T,8.1,13.0
140,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,91.0,21.397386934673367,7.8,75.34820579278302,Epic Games,M,7.8,17.0
141,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.0034996871845748984,0.04889971505770056,0.6099587939698493,73.0,51.0,7.4,21.32365264622947,Rare Ltd.,E10+,7.4,10.0
142,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,94.0,21.397386934673367,8.3,24.944328587191873,Epic Games,M,8.3,17.0
143,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.18604772723218752,0.18199396984924623,0.005544040609250425,0.06434773869346734,0.6099587939698493,82.0,47.0,5.7,75.34820579278302,EA Sports,E,5.7,6.0
144,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,0.25979389490164395,0.18199396984924623,0.005544040609250425,0.04889971505770056,0.6099587939698493,96.0,42.0,8.7,75.34820579278302,KCEJ,M,8.7,17.0
146,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.038195245472238855,0.6099587939698493,94.0,20.0,9.4,75.34820579278302,KCEJ,M,9.4,17.0
147,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,0.25979389490164395,0.13753158253579456,0.005544040609250425,0.06434773869346734,0.6099587939698493,94.0,21.397386934673367,8.7,24.944328587191873,Kojima Productions,M,8.7,17.0
148,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,0.25979389490164395,0.0,0.005544040609250425,0.06434773869346734,0.6099587939698493,92.0,64.0,7.6,75.34820579278302,Square Enix,T,7.6,13.0
149,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,0.25979389490164395,0.18199396984924623,0.002538370905903362,0.06434773869346734,0.6099587939698493,95.0,21.397386934673367,9.1,24.944328587191873,Naughty Dog,M,9.1,17.0
150,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,0.31760402010050254,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,95.0,21.397386934673367,6.8,24.944328587191873,"SCE/WWS, Media Molecule",E,6.8,6.0
151,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,0.25979389490164395,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,89.0,13.0,9.2,49.2197391187142,Capcom,M,9.2,17.0
152,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.16014000647476345,0.10579352974107681,0.005544040609250425,0.02792288652591009,0.6099587939698493,87.0,65.0,8.8,30.15517364572671,Level 5,E10+,8.8,10.0
153,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,0.25979389490164395,0.13753158253579456,0.005544040609250425,0.038195245472238855,0.6099587939698493,89.0,8.0,8.9,22.591541505491755,Namco,T,8.9,13.0
154,Destiny,PS4,2014.0,Shooter,Activision,0.25979389490164395,0.18199396984924623,0.0015366808520359244,0.06434773869346734,0.6099587939698493,76.0,21.397386934673367,6.1,24.944328587191873,"Bungie Software, Bungie",T,6.1,13.0
155,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,0.31760402010050254,0.13753158253579456,0.0,0.04889971505770056,0.6099587939698493,80.0,17.0,8.9,62.0,Traveller's Tales,E10+,8.9,10.0
156,Cooking Mama,DS,2006.0,Simulation,505 Games,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.6099587939698493,67.0,35.0,7.2,21.0,Taito Corporation,E,7.2,6.0
159,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,0.25979389490164395,0.13753158253579456,0.0015366808520359244,0.06434773869346734,0.49060053705714507,91.0,70.0,8.6,75.34820579278302,Ubisoft Montreal,M,8.6,17.0
160,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.04889971505770056,0.49060053705714507,81.0,20.635930385596325,7.7,75.34820579278302,Ubisoft Montreal,M,7.7,17.0
161,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,0.31760402010050254,0.13753158253579456,0.00852276264361953,0.04889971505770056,0.49060053705714507,92.0,21.397386934673367,8,49.2197391187142,Turn 10,E,8.0,6.0
162,Super Mario Advance,GBA,2001.0,Platform,Nintendo,0.31760402010050254,0.13753158253579456,0.005544040609250425,0.03193707531378317,0.49060053705714507,84.0,19.0,7.8,41.0,Nintendo,E,7.8,6.0
